어항명,보고서경도,보고서위도,경도,위도,주소,비고
답포항,128,34,,,경상남도 통영시 사량면 돈지리 75-2,
수우항,128,34,,,경상남도 통영시 사량면 돈지리 산273,
먹방항,128,34,,,경상남도 통영시 사량면 읍덕리 57-2,
읍포항,128,34,,,경상남도 통영시 사량면 읍덕리 368-8,
덕동항,128,34,,,경상남도 통영시 사량면 읍덕리 202-11,
외지항,128,34,,,경상남도 통영시 사량면 양지리 678-3,
민양항,128,34,,,경상남도 통영시 인평동 932-2,
소포항,128,34,,,경상남도 통영시 명정동 106,
당동항,128,34,,,경상남도 통영시 도천동 51-1,
미수항,128,34,,,경상남도 통영시 미수동 943-1,
실안항,128,34,,,경상남도 사천시 실안동 875-21,
산분령항,128,34,,,경상남도 사천시 실안동 1096-36,
광포항,128,34,,,경상남도 사천시 송포동 1526-15,
송포항,128,34,,,경상남도 사천시 송포동 1510-5,
미룡항,128,34,,,경상남도 사천시 노룡동 975-3,
금문항,128,35,,,경상남도 사천시 용현면 금문리 379-11,
선진항,128,35,,,경상남도 사천시 용현면 선진리 984-6,
종포항,128,35,,,경상남도 사천시 용현면 신촌리 555-6,
주문항,128,35,,,경상남도 사천시 용현면 주문리 928-2,
점복개항,128,35,,,경상남도 사천시 곤양면 중항리 112-5,
검정항,128,35,,,경상남도 사천시 곤양면 중항리 1055-1,
안도항,128,35,,,경상남도 사천시 곤양면 중항리 214-7,
내구항,127,35,,,경상남도 사천시 서포면 다평리 562-2,
갯섬항,127,34,,,경상남도 사천시 서포면 다평리 1286-4,
다맥항,127,34,,,경상남도 사천시 서포면 다평리 1038-4,
신소항,127,34,,,경상남도 사천시 서포면 다평리 1449-5,
신선항,127,34,,,경상남도 사천시 서포면 다평리 1445-4,
선전항,127,34,,,경상남도 사천시 서포면 선전리 897-9,
중방항,128,34,,,경상남도 사천시 서포면 자혜리 972-91,
중촌항,128,34,,,경상남도 사천시 서포면 자혜리 908-24,
구포항,128,34,,,경상남도 사천시 서포면 자혜리 904-7,
구우진항,128,35,,,경상남도 사천시 서포면 자혜리 20-11,
장천항,128,35,,,경상남도 사천시 서포면 구랑리 894-8,
구랑항,128,35,,,경상남도 사천시 서포면 구랑리 1-23,
환포항,128,35,,,경상남도 사천시 서포면 조도리 30-3,
조도항,128,35,,,경상남도 사천시 서포면 조도리 383-1,
검도항,127,34,,,경상남도 사천시 서포면 선전리 32-147,
송도항,127,34,,,경상남도 사천시 서포면 비토리 산9-1,
하봉항,127,34,,,경상남도 사천시 서포면 비토리 5-209,
비토항,127,34,,,경상남도 사천시 서포면 비토리 245-3,
상촌항,127,34,,,경상남도 사천시 서포면 비토리 206-23,
중봉항,127,34,,,경상남도 사천시 서포면 비토리 9-21,
초양항,128,34,,,경상남도 사천시 늑도동 502-2,
하부포항,128,34,,,경상남도 사천시 늑도동 195-7,
마도항,128,34,,,경상남도 사천시 마도동 79-10,
저도항,128,34,,,경상남도 사천시 마도동 151-3,
대구항,128,34,,,경상남도 사천시 신수동 699-2,
신도항,128,34,,,경상남도 사천시 늑도동 557-2,
월등도항,127,34,,,경상남도 사천시 서포면 비토리 3-10,
진도항,127,34,,,경상남도 사천시 서포면 비토리 17-37,
내간항,128,34,,,경상남도 거제시 거제면 내간리 981-3,
고당항,128,34,,,경상남도 거제시 거제면 법동리 603-3,
법동항,128,34,,,경상남도 거제시 거제면 법동리 507-7,
산전항,128,34,,,경상남도 거제시 거제면 법동리 286-31,
산후항,128,34,,,경상남도 거제시 거제면 법동리 9-43,
실리항,128,34,,,경상남도 거제시 거제면 법동리 84-11,
소랑항,128,34,,,경상남도 거제시 거제면 소랑리 25-3,
오수항,128,34,,,경상남도 거제시 거제면 오수리 836-4,
명사항,128,34,,,경상남도 거제시 남부면 저구리 248-15,
갈곶항,128,34,,,경상남도 거제시 남부면 갈곶리 84-4,
여차항,128,34,,,경상남도 거제시 남부면 다포리 52-5,
저구항,128,34,,,경상남도 거제시 남부면 저구리 216-12,
탑포항,128,34,,,경상남도 거제시 남부면 탑포리 391-9,
쪽박항,128,34,,,경상남도 거제시 동부면 가배리 873-11,
함박항,128,34,,,경상남도 거제시 동부면 가배리 818-4,
양지말항,128,34,,,경상남도 거제시 동부면 오송리 430-6,
영북항,128,34,,,경상남도 거제시 동부면 오송리 438-4,
영월항,128,34,,,경상남도 거제시 동부면 오송리 818-5,
오송항,128,34,,,경상남도 거제시 동부면 오송리 284-35,
수산항,128,34,,,경상남도 거제시 동부면 학동리 150-2,
학동항,128,34,,,경상남도 거제시 동부면 학동리 303-1,
녹산항,128,34,,,경상남도 거제시 둔덕면 술역리 108-56,
내평항,128,34,,,경상남도 거제시 둔덕면 술역리 750-12,
술역항,128,34,,,경상남도 거제시 둔덕면 술역리 789-8,
호곡항,128,34,,,경상남도 거제시 둔덕면 술역리 389-3,
면포항,128,34,,,경상남도 거제시 둔덕면 술역리 807-12,
미포항,128,34,,,경상남도 거제시 둔덕면 술역리 864-3,
발포항,128,34,,,경상남도 거제시 둔덕면 술역리 952-16,
송포항,128,34,,,경상남도 거제시 둔덕면 술역리 803-27,
염막포항,128,34,,,경상남도 거제시 둔덕면 술역리 943-3,
왜선포항,128,34,,,경상남도 거제시 둔덕면 술역리 880-16,
어구항,128,34,,,경상남도 거제시 둔덕면 어구리 142-10,
아사항,128,34,,,경상남도 거제시 둔덕면 학산리 521-16,
학산항,128,34,,,경상남도 거제시 둔덕면 학산리 107-6,
견내량항,128,34,,,경상남도 거제시 사등면 덕호리 87-27,
광리항,128,34,,,경상남도 거제시 사등면 덕호리 288-94,
고개도항,128,34,,,경상남도 거제시 사등면 오량리 1325-1,
사곡항,128,34,,,경상남도 거제시 사등면 사곡리 62-12,
금포항,128,34,,,경상남도 거제시 사등면 사등리 1996-6,
성내항,128,34,,,경상남도 거제시 사등면 사등리 478-17,
항도항,128,34,,,경상남도 거제시 사등면 성포리 16-19,
후포항,128,34,,,경상남도 거제시 사등면 오량리 619-15,
지석항,128,34,,,경상남도 거제시 사등면 지석리 903-11,
계도항,128,34,,,경상남도 거제시 사등면 창호리 1070-18,
군령포항,128,34,,,경상남도 거제시 사등면 창호리 1080-7,
신교항,128,34,,,경상남도 거제시 사등면 창호리 78-1,
신전항,128,34,,,경상남도 거제시 사등면 창호리 2657-10,
실전항,128,34,,,경상남도 거제시 사등면 창호리 108-14,
진두항,128,34,,,경상남도 거제시 사등면 창호리 2057-3,
창외항,128,34,,,경상남도 거제시 사등면 창호리 1984-7,
창촌항,128,34,,,경상남도 거제시 사등면 창호리 1363-3,
청곡항,128,34,,,경상남도 거제시 사등면 청곡리 495-8,
청포항,128,34,,,경상남도 거제시 사등면 청곡리 619-16,
덕포항,128,34,,,경상남도 거제시 덕포동 81-6,
망치항,128,34,,,경상남도 거제시 일운면 망치리 434-11,
양화항,128,34,,,경상남도 거제시 일운면 망치리 744-14,
옥림항,128,34,,,경상남도 거제시 일운면 옥림리 587-3,
예구항,128,34,,,경상남도 거제시 일운면 와현리 630-12,
와현항,128,34,,,경상남도 거제시 일운면 와현리 619-9,
내도항,128,34,,,경상남도 거제시 일운면 와현리 15-1,
지심도항,128,34,,,경상남도 거제시 일운면 옥림리 56-5,
두모항,128,34,,,경상남도 거제시 장목면 관포리 109-2,
구영항,128,35,,,경상남도 거제시 장목면 구영리 329-11,
대금항,128,34,,,경상남도 거제시 장목면 대금리 328-10,
궁농항,128,35,,,경상남도 거제시 장목면 송진포리 121-11,
송진포항,128,35,,,경상남도 거제시 장목면 송진포리 678-5,
흥남항,128,34,,,경상남도 거제시 장목면 시방리 280-13,
대계항,128,34,,,경상남도 거제시 장목면 외포리 1228-5,
소계항,128,34,,,경상남도 거제시 장목면 외포리 1218-5,
곡촌항,128,34,,,경상남도 거제시 하청면 연구리 805-8,
대곡항,128,35,,,경상남도 거제시 하청면 대곡리 318-9,
황덕항,128,35,,,경상남도 거제시 하청면 대곡리 810-1,
덕곡항,128,34,,,경상남도 거제시 하청면 덕곡리 594-47,
석포항,128,34,,,경상남도 거제시 하청면 석포리 358-8,
어온항,128,34,,,경상남도 거제시 하청면 어온리 359-5,
장곶항,128,34,,,경상남도 거제시 하청면 어온리 620-5,
금곡항,128,34,,,경상남도 거제시 하청면 연구리 429-4,
연구항,128,35,,,경상남도 거제시 하청면 연구리 552-7,
옥계항,128,34,,,경상남도 거제시 하청면 연구리 414-13,
유계항,128,34,,,경상남도 거제시 하청면 유계리 1054-7,
거운항,128,34,,,경상남도 고성군 고성읍 월평리 1054-5,
곡용항,128,34,,,경상남도 고성군 고성읍 신월리 524-4,
구선창항,128,34,,,경상남도 고성군 고성읍 신월리 540-5,
신부항,128,34,,,경상남도 고성군 고성읍 신월리 657-4,
마리개항,128,34,,,경상남도 고성군 삼산면 판곡리 46-4,
병산항,128,34,,,경상남도 고성군 삼산면 판곡리 275-5,
장지항,128,34,,,경상남도 고성군 삼산면 두포리 188-5,
군령포항,128,34,,,경상남도 고성군 삼산면 두포리 26-3,
두모항,128,34,,,경상남도 고성군 삼산면 두포리 833-2,
모래치항,128,34,,,경상남도 고성군 삼산면 두포리 945-8,
매화항,128,34,,,경상남도 고성군 삼산면 두포리 1313-1,
던재항,128,34,,,경상남도 고성군 삼산면 미룡리 1128-6,
대포항,128,34,,,경상남도 고성군 삼산면 미룡리 1128-7,
배암목항,128,34,,,경상남도 고성군 삼산면 미룡리 1251-3,
용호항,128,34,,,경상남도 고성군 삼산면 미룡리 989-14,
솔섬항,128,34,,,경상남도 고성군 삼산면 삼봉리 511-36,
장백항,128,34,,,경상남도 고성군 삼산면 장치리 605-5,
하중촌항,128,34,,,경상남도 고성군 하일면 용태리 335-3,
가룡항,128,34,,,경상남도 고성군 하일면 용태리 700-3,
임포항,128,34,,,경상남도 고성군 하일면 학림리 1519,
지포항,128,34,,,경상남도 고성군 하일면 송천리 146-12,
평촌항,128,34,,,경상남도 고성군 하일면 송천리 634-8,
대구막항,128,34,,,경상남도 고성군 하일면 동화리 9-2,
동문항,128,34,,,경상남도 고성군 하일면 동화리 399-8,
발막개항,128,34,,,경상남도 고성군 하일면 춘암리 232-2,
용암포항,128,34,,,경상남도 고성군 하일면 춘암리 906-2,
입암항,128,34,,,경상남도 고성군 하이면 월흥리 842-4,
제전항,128,34,,,경상남도 고성군 하이면 덕명리 23-15,
덕명항,128,34,,,경상남도 고성군 하이면 덕명리 313-9,
봉화골항,128,34,,,경상남도 고성군 하이면 덕명리 736-2,
동촌항,128,35,,,경상남도 고성군 회화면 봉동리 159-3,
어신항,128,35,,,경상남도 고성군 회화면 어신리 236-9,
전포항,128,35,,,경상남도 고성군 마암면 보전리 53,
북촌항,128,35,,,경상남도 고성군 동해면 내곡리 1688-6,
용흥항,128,35,,,경상남도 고성군 동해면 장기리 986-1,
장기항,128,35,,,경상남도 고성군 동해면 장기리 291-13,
검포항,128,35,,,경상남도 고성군 동해면 양촌리 1173-2,
대천항,128,35,,,경상남도 고성군 동해면 외산리 691-15,
돈막항,128,35,,,경상남도 고성군 동해면 외산리 920-6,
좌부천항,128,35,,,경상남도 고성군 동해면 외산리 142-3,
대막포항,128,35,,,경상남도 고성군 동해면 내산리 8-2,
내신항,128,35,,,경상남도 고성군 동해면 내산리 155-7,
전도항,128,35,,,경상남도 고성군 동해면 내산리 196-11,
덕곡항,128,35,,,경상남도 고성군 동해면 양촌리 375-1,
동해항,128,35,,,경상남도 고성군 동해면 양촌리 149-5,
세포항,128,35,,,경상남도 고성군 동해면 용정리 176-4,
대가룡항,128,35,,,경상남도 고성군 동해면 용정리 630-12,
망일포항,128,35,,,경상남도 고성군 동해면 용정리 82-6,
소가룡항,128,35,,,경상남도 고성군 동해면 용정리 701-4,
우두포항,128,35,,,경상남도 고성군 동해면 장좌리 40-6,
하장항,128,35,,,경상남도 고성군 동해면 장좌리 547-3,
소구학포항,128,34,,,경상남도 고성군 동해면 장좌리 117-3,
큰구학포항,128,34,,,경상남도 고성군 동해면 봉암리 37-5,
장항항,128,34,,,경상남도 고성군 동해면 봉암리 139-8,
입암항,128,35,,,경상남도 고성군 동해면 봉암리 414-11,
봉곡항,128,34,,,경상남도 고성군 거류면 당동리 104-9,
화당항,128,34,,,경상남도 고성군 거류면 화당리 365-6,
오장동항,128,34,,,경상남도 고성군 거류면 화당리 30-4,
신흥항,127,34,,,경상남도 남해군 창선면 지족리 844-10,
사포항,127,34,,,경상남도 남해군 창선면 광천리 548-7,
구도항,128,34,,,경상남도 남해군 창선면 부윤리 72-3,
소벽항,128,34,,,경상남도 남해군 창선면 율도리 367-5,
화계항,127,34,,,경상남도 남해군 이동면 화계리 268-5,
설리항,128,34,,,경상남도 남해군 미조면 송정리 961-7,
염해항,127,34,,,경상남도 남해군 서면 남상리 1791-1,
전도항,128,34,,,경상남도 남해군 삼동면 금송리 659-3,
노루목항,128,34,,,경상남도 남해군 삼동면 동천리 354-5,
평산항,127,34,,,경상남도 남해군 남면 평산리 1835-18,
동대항,128,34,,,경상남도 남해군 창선면 동대리 174-7,
지족항,128,34,,,경상남도 남해군 창선면 지족리 142-10,
화전항,127,34,,,경상남도 남해군 고현면 갈화리 1575-2,
월곡항,127,34,,,경상남도 남해군 설천면 덕신리 1704-4,
감암항,127,34,,,경상남도 남해군 설천면 노량리 580-6,
문항항,127,34,,,경상남도 남해군 설천면 문항리 224-6,
유구항,127,34,,,경상남도 남해군 남면 평산리 2163-2,
곤유항,128,34,,,경상남도 남해군 창선면 동대리 174-7,
용소항,127,34,,,경상남도 남해군 이동면 용소리 389-8,
초전항,128,34,,,경상남도 남해군 미조면 송정리 556-3,
지족2항,128,34,,,경상남도 남해군 삼동면 지족리 351-3,
금포항,128,34,,,경상남도 남해군 상주면 상주리 128-5,
금전항,127,34,,,경상남도 남해군 상주면 상주리 1380-5,
벽련항,127,34,,,경상남도 남해군 상주면 양아리 1807-1,
두모항,127,34,,,경상남도 남해군 상주면 양아리 274,
차면항,127,34,,,경상남도 남해군 고현면 차면리 805-11,
동흥항,127,34,,,경상남도 남해군 설천면 문의리 18-5,
봉우항,127,34,,,경상남도 남해군 설천면 금음리 1-29,
노량항,127,34,,,경상남도 남해군 설천면 노량리 350-1,
옥동항,127,34,,,경상남도 남해군 설천면 금음리 74-3,
노구항,127,34,,,경상남도 남해군 서면 노구리 395-6,
남상항,127,34,,,경상남도 남해군 서면 남상리 1396-21,
상주항,127,34,,,경상남도 남해군 상주면 상주리 543-25,
답하항,128,34,,,경상남도 남해군 미조면 미조리 1029-10,
선구항,127,34,,,경상남도 남해군 남면 선구리 1337,
홍현항,127,34,,,경상남도 남해군 남면 홍현리 189-4,
사촌항,127,34,,,경상남도 남해군 남면 임포리 1173,
구미항,127,34,,,경상남도 남해군 남면 덕월리 353-6,
장항항,127,34,,,경상남도 남해군 서면 서상리 1163-1,
율도항,127,34,,,경상남도 남해군 창선면 율도리 53-6,
단항항,128,34,,,경상남도 남해군 창선면 대벽리 558-8,
정포항,127,34,,,경상남도 남해군 서면 정포리 1060,
천포항,128,34,,,경상남도 남해군 창선면 가인리 10-7,
노구항,128,34,,,경상남도 남해군 미조면 송정리 124-9,
양화금항,128,34,,,경상남도 남해군 삼동면 동천리 306-4,
광두항,127,34,,,경상남도 남해군 이동면 초음리 2-7,
금평항,127,34,,,경상남도 남해군 이동면 신전리 998-19,
금송항,128,34,,,경상남도 남해군 삼동면 금송리 706-2,
월포항,127,34,,,경상남도 남해군 남면 석교리 386,
