어항명,보고서경도,보고서위도,경도,위도,주소,비고
남선항,,,,,전라남도 완도군 군외면 남선리,
달도항,,,,,전라남도 완도군 군외면 달도리,
염수항,,,,,전라남도 완도군 군외면 염수리,
신흥항,,,,,전라남도 완도군 군외면 신흥리,
망축항,,,,,전라남도 완도군 군외면 망축리,
용계항,,,,,전라남도 완도군 군외면 용계리,
초평항,,,,,전라남도 완도군 군외면 초평리,
대문항,,,,,전라남도 완도군 군외면 대문리,
삼두항,,,,,전라남도 완도군 군외면 삼두리,
원동항,,,,,전라남도 완도군 군외면 원동리,
갈문항,,,,,전라남도 완도군 군외면 갈문리,
참도항,,,,,전라남도 신안군 지도읍 봉리,
자동항,,,,,전라남도 신안군 지도읍 자동리,
읍내항,,,,,전라남도 신안군 지도읍 읍내리,
점암항,,,,,전라남도 신안군 지도읍 감정리,
달리도항,,,,,전라남도 목포시 달동 33-7,
율도항,,,,,전라남도 목포시 율도동 473-15,
외달도항,,,,,전라남도 목포시 달동 1319-4,
고하도항,,,,,전라남도 목포시 달동 779-4,
어망촌항,,,,,전라남도 목포시 달동 190-39,
금수동항,,,,,전라남도 목포시 율도동 130-19,
고분도항,,,,,전라남도 목포시 율도동 10-2,
송도서편항,,,,,전라남도 여수시 돌산읍 군내리,
금죽항,,,,,전라남도 여수시 돌산읍 금봉리,
송도항,,,,,전라남도 여수시 율촌면 여동리,
소늑도항,,,,,전라남도 여수시 율촌면 여동리,
대늑도항,,,,,전라남도 여수시 율촌면 여동리,
원동항,,,,,전라남도 해남군 북일면 내동리 926-2,
갈두항,,,,,전라남도 해남군 북일면 금당리 105-9,
묘두항,,,,,전라남도 여수시 남면 화태리,
치끝항,,,,,전라남도 여수시 남면 화태리,
월전항,,,,,전라남도 여수시 남면 화태리,
목넘항,,,,,전라남도 여수시 남면 횡간리,
소횡간항,,,,,전라남도 여수시 남면 횡간리,
직포항,,,,,전라남도 여수시 남면 두모리,
학동항,,,,,전라남도 여수시 남면 우학리,
두포항,,,,,전라남도 여수시 남면 두모리,
여천항,,,,,전라남도 여수시 남면 유송리,
소유항,,,,,전라남도 여수시 남면 유송리,
소우실포항,,,,,전라남도 여수시 남면 심장리,
수항항,,,,,전라남도 여수시 남면 심장리,
동고지항,,,,,전라남도 여수시 남면 안도리,
이야포항,,,,,전라남도 여수시 남면 안도리,
덕포항,,,,,전라남도 여수시 남면 연도리,
남부항,,,,,전라남도 여수시 남면 연도리,
봉통항,,,,,전라남도 여수시 남면 두라리,
선창항,,,,,전라남도 여수시 남면 두라리,
큰나발항,,,,,전라남도 여수시 남면 두라리,
소두앞항,,,,,전라남도 여수시 남면 두라리,
소두뒤항,,,,,전라남도 여수시 남면 두라리,
비자금항,,,,,전라남도 여수시 화정면 월호리,
밀징포항,,,,,전라남도 여수시 화정면 월호리,
자봉항,,,,,전라남도 여수시 화정면 월호리,
월항항,,,,,전라남도 여수시 화정면 개도리,
쏨병끝항,,,,,전라남도 여수시 화정면 개도리,
정목항,,,,,전라남도 여수시 화정면 개도리,
신흥항,,,,,전라남도 여수시 화정면 개도리,
엄남금항,,,,,전라남도 여수시 화정면 개도리,
동머리항,,,,,전라남도 여수시 화정면 백야리,
와달항,,,,,전라남도 여수시 화정면 백야리,
신기항,,,,,전라남도 여수시 화정면 백야리,
하화항,,,,,전라남도 여수시 화정면 하화리,
상화항,,,,,전라남도 여수시 화정면 상화리,
추도항,,,,,전라남도 여수시 화정면 낭도리,
사도항,,,,,전라남도 여수시 화정면 낭도리,
당정항,,,,,충청남도 서천군 종천면 당정리 523-6,
속동항,,,,,충청남도 홍성군 서부면 상황리 706,
독개항,,,,,충청남도 태안군 안면읍 승언리 2099-42,
선녀바위항,,,,,인천광역시 중구 을왕동 678-121,
동검항,,,,,인천광역시 강화군 길상면 동검리,
규포항,,,,,전라남도 여수시 화정면 낭도리,
조발항,,,,,전라남도 여수시 화정면 조발리,
둔병항,,,,,전라남도 여수시 화정면 조발리,
작은적금항,,,,,전라남도 여수시 화정면 적금리,
마파항,,,,,전라남도 여수시 화정면 여자리,
변촌항,,,,,전라남도 여수시 삼산면 서도리,
예미항,,,,,전라남도 여수시 삼산면 초도리,
녹항,,,,,전라남도 여수시 삼산면 초도리,
정강항,,,,,전라남도 여수시 삼산면 초도리,
평도항,,,,,전라남도 여수시 삼산면 손죽리,
소거문항,,,,,전라남도 여수시 삼산면 손죽리,
광도항,,,,,전라남도 여수시 삼산면 손죽리,
경촌항,,,,,전라남도 여수시 삼산면 초도리,
거문항,,,,,전라남도 여수시 삼산면 거문리,
쥐포항,,,,,전라남도 여수시 삼산면 손죽리,
야도항,,,,,전라남도 여수시 경호동 932-2,
황진항,,,,,전라남도 완도군 군외면 황진리,
중리항,,,,,전라남도 완도군 군외면 중리,
장도항,,,,,전라남도 여수시 시전동,
삼간도항,,,,,전라남도 여수시 중흥동,
장촌항,,,,,전라남도 여수시 묘도동 1967-1,
묘읍항,,,,,전라남도 여수시 묘도동 2013-1,
광양포항,,,,,전라남도 여수시 묘도동 산131-2,
도독항,,,,,전라남도 여수시 묘도동 318-3,
온동항,,,,,전라남도 여수시 묘도동 116-6,
선창항,,,,,전라남도 고흥군 도양면 득량리,
관청항,,,,,전라남도 고흥군 도양면 득량리,
상화도항,,,,,전라남도 고흥군 도양면 봉암리,
하화도항,,,,,전라남도 고흥군 도양면 봉암리,
횡도항,,,,,전라남도 영광군 낙월면 오도리,
감목항,,,,,전라남도 완도군 금일읍 감목리,
척치항,,,,,전라남도 완도군 금일읍 척치리,
후포항,,,,,전라남도 완도군 금일읍 척치리,
독바항,,,,,전라남도 완도군 금일읍 척치리,
연지항,,,,,전라남도 완도군 금일읍 장정리,
구동항,,,,,전라남도 완도군 금일읍 신구리,
신평항,,,,,전라남도 완도군 금일읍 신구리,
월송항,,,,,전라남도 완도군 금일읍 월송리,
동송항,,,,,전라남도 완도군 금일읍 충동리,
용항항,,,,,전라남도 완도군 금일읍 충동리,
궁항항,,,,,전라남도 완도군 금일읍 충동리,
충도항,,,,,전라남도 완도군 금일읍 충동리,
소랑항,,,,,전라남도 완도군 금일읍 사동리,
우도항,,,,,전라남도 완도군 금일읍 사동리,
다랑항,,,,,전라남도 완도군 금일읍 사동리,
황제항,,,,,전라남도 완도군 금일읍 동백리,
신도항,,,,,전라남도 완도군 금일읍 신도리,
원도항,,,,,전라남도 완도군 금일읍 장원리,
화전항,,,,,전라남도 완도군 금일읍 화목리,
신정항,,,,,전라남도 고흥군 금산면 석정리,
동정항,,,,,전라남도 고흥군 금산면 석정리,
신설동항,,,,,전라남도 완도군 노화읍 이목2리,
지방암항,,,,,전라남도 완도군 노화읍 포전리,
가장끝항,,,,,전라남도 완도군 노화읍 잘포리,
치등항,,,,,전라남도 완도군 노화읍 당산리,
동산끝항,,,,,전라남도 완도군 노화읍 당산리,
당포항,,,,,전라남도 완도군 노화읍 당산리,
연홍항,,,,,전라남도 고흥군 금산면 신전리,
신양항,,,,,전라남도 고흥군 금산면 신촌리,
갓날끝항,,,,,전라남도 완도군 노화읍 북고리,
노날항,,,,,전라남도 완도군 노화읍 북고리,
산양진항,,,,,전라남도 완도군 노화읍 신리,
가마미항,,,,,전라남도 완도군 노화읍 구목리,
할목끝항,,,,,전라남도 완도군 노화읍 석중리,
알갱이항,,,,,전라남도 완도군 노화읍 동고리,
굴앞항,,,,,전라남도 완도군 노화읍 동고리,
충도산밭끝항,,,,,전라남도 완도군 노화읍 충도리,
서짝끝항,,,,,전라남도 완도군 노화읍 충도리,
모사추항,,,,,전라남도 완도군 노화읍 충도리,
장사도항,,,,,전라남도 완도군 노화읍 이목2리,
노록도항,,,,,전라남도 완도군 노화읍 노록리,
솔지항,,,,,전라남도 완도군 노화읍 내리,
불등항,,,,,전라남도 완도군 노화읍 내리,
방축항,,,,,전라남도 완도군 노화읍 방축리,
모룡항,,,,,전라남도 신안군 신의면 상태동리,
구만항,,,,,전라남도 신안군 신의면 하태동리,
북강항,,,,,전라남도 신안군 장산면 오음리,
대장구도항,,,,,전라남도 완도군 노화읍 내리,
농바우항,,,,,전라남도 완도군 노화읍 서리,
죽굴도항,,,,,전라남도 완도군 노화읍 방서리,
사후항,,,,,전라남도 완도군 군외면 사후리,
고마항,,,,,전라남도 완도군 군외면 고마리,
토도항,,,,,전라남도 완도군 군외면 토도리,
흑일항,,,,,전라남도 완도군 군외면 흑일리,
백일항,,,,,전라남도 완도군 군외면 백일리,
서화항,,,,,전라남도 완도군 군외면 서화리,
동화항,,,,,전라남도 완도군 군외면 동화리,
강독뒷항,,,,,전라남도 완도군 신지면 강독리,
송곡뒷항,,,,,전라남도 완도군 신지면 송곡리,
외야미항,,,,,전라남도 완도군 신지면 임촌리,
임촌명사항,,,,,전라남도 완도군 신지면 임촌리,
신리후포항,,,,,전라남도 완도군 신지면 신리,
신리명사항,,,,,전라남도 완도군 신지면 신리,
내정명사항,,,,,전라남도 완도군 신지면 내정리,
울몰항,,,,,전라남도 완도군 신지면 대평리,
대곡항,,,,,전라남도 완도군 신지면 삼마리,
물선리항,,,,,전라남도 완도군 신지면 양천리,
신기후포항,,,,,전라남도 완도군 신지면 신기리,
세포항,,,,,전라남도 완도군 신지면 신상리,
방죽포항,,,,,전라남도 완도군 신지면 양지리,
가인항,,,,,전라남도 완도군 신지면 가인리,
동촌항,,,,,전라남도 완도군 신지면 동촌리,
모항도항,,,,,전라남도 완도군 신지면 동촌리,
농상항,,,,,전라남도 완도군 고금면 농상리,
대곡항,,,,,전라남도 완도군 고금면 대곡리,
도남항,,,,,전라남도 완도군 고금면 도남리,
장풍항,,,,,전라남도 완도군 고금면 장풍리,
척찬항,,,,,전라남도 완도군 고금면 척찬리,
부곡항,,,,,전라남도 완도군 고금면 부곡리,
회룡항,,,,,전라남도 완도군 고금면 회룡리,
봉암항,,,,,전라남도 완도군 고금면 봉암리,
상정항,,,,,전라남도 완도군 고금면 상정리,
봉명항,,,,,전라남도 완도군 고금면 봉명리,
장항항,,,,,전라남도 완도군 고금면 장항리,
봉성항,,,,,전라남도 완도군 고금면 봉성리,
칠인항,,,,,전라남도 완도군 고금면 칠인리,
청용항,,,,,전라남도 완도군 고금면 청용리,
청학항,,,,,전라남도 완도군 고금면 청학리,
용초항,,,,,전라남도 완도군 고금면 용초리,
세동항,,,,,전라남도 완도군 고금면 세동리,
항동항,,,,,전라남도 완도군 고금면 항동리,
내동항,,,,,전라남도 완도군 고금면 내동리,
덕동항,,,,,전라남도 완도군 고금면 덕동리,
윤동항,,,,,전라남도 완도군 고금면 윤동리,
화성항,,,,,전라남도 완도군 고금면 화성리,
초완도항,,,,,전라남도 완도군 고금면 초완도리,
장도항,,,,,전라남도 완도군 금일읍 장원리,
산밭끝항,,,,,전라남도 완도군 노화읍 이목1리,
구성항,,,,,전라남도 완도군 약산면 구성리,
죽선항,,,,,전라남도 완도군 약산면 죽선리,
가래항,,,,,전라남도 완도군 고금면 가래리,
여동항,,,,,전라남도 완도군 약산면 여동리,
화가항,,,,,전라남도 완도군 약산면 화가리,
천동항,,,,,전라남도 완도군 약산면 천동리,
넙고항,,,,,전라남도 완도군 약산면 넙고리,
상득암항,,,,,전라남도 완도군 약산면 상득암리,
사동항,,,,,전라남도 완도군 약산면 사동리,
어두항,,,,,전라남도 완도군 약산면 어두리,
도락항,,,,,전라남도 완도군 청산면 도락리,
당리항,,,,,전라남도 완도군 청산면 당리,
읍리항,,,,,전라남도 완도군 청산면 읍리,
구장항,,,,,전라남도 완도군 청산면 구장리,
권덕항,,,,,전라남도 완도군 청산면 권덕리,
동촌항,,,,,전라남도 완도군 청산면 동촌리,
진산항,,,,,전라남도 완도군 청산면 진산리,
지리항,,,,,전라남도 완도군 청산면 지리,
조금날항,,,,,전라남도 완도군 노화읍 삼마리,
물막끝항,,,,,전라남도 완도군 노화읍 미라리,
장도항,,,,,전라남도 완도군 청산면 장도리,
소모도항,,,,,전라남도 완도군 청산면 소모도리,
모동항,,,,,전라남도 완도군 청산면 모동리,
비동과목항,,,,,전라남도 완도군 소안면 비동리,
비서골몰항,,,,,전라남도 완도군 소안면 비서리,
오지암항,,,,,전라남도 완도군 소안면 이목리,
가학동해항,,,,,전라남도 완도군 소안면 가학리,
가학서해항,,,,,전라남도 완도군 소안면 가학리,
서중항,,,,,전라남도 완도군 소안면 서중리,
소진항,,,,,전라남도 완도군 소안면 소진리,
부상항,,,,,전라남도 완도군 소안면 부상리,
당사항,,,,,전라남도 완도군 소안면 당사리,
횡간항,,,,,전라남도 완도군 소안면 횡간리,
구도항,,,,,전라남도 완도군 소안면 구도리,
비견항,,,,,전라남도 완도군 금당면 비견리,
허우항,,,,,전라남도 완도군 금당면 허우리,
차우항,,,,,전라남도 완도군 금당면 차우리,
세포항,,,,,전라남도 완도군 금당면 세포리,
봉동항,,,,,전라남도 완도군 금당면 봉동리,
육동항,,,,,전라남도 완도군 금당면 육동리,
삼산항,,,,,전라남도 완도군 금당면 삼산리,
신흥항,,,,,전라남도 완도군 금당면 신흥리,
가학항,,,,,전라남도 완도군 금당면 가학리,
대화도항,,,,,전라남도 완도군 금당면 신흥리,
백도항,,,,,전라남도 완도군 보길면 백도리,
선백항,,,,,전라남도 완도군 보길면 백도리,
중리항,,,,,전라남도 완도군 보길면 중리,
상하촌항,,,,,전라남도 고흥군 금산면 대흥리,
중촌항,,,,,전라남도 고흥군 금산면 대흥리,
신흥항,,,,,전라남도 고흥군 금산면 대흥리,
옥룡항,,,,,전라남도 고흥군 금산면 어전리,
익금항,,,,,전라남도 고흥군 금산면 어전리,
궁전항,,,,,전라남도 고흥군 금산면 신전리,
우두항,,,,,전라남도 고흥군 금산면 신전리,
배천항,,,,,전라남도 고흥군 금산면 신촌리,
신촌항,,,,,전라남도 고흥군 금산면 신촌리,
신촌1항,,,,,전라남도 고흥군 금산면 신촌리,
신금항,,,,,전라남도 고흥군 금산면 신촌리,
석정항,,,,,전라남도 고흥군 금산면 석정리,
석교항,,,,,전라남도 고흥군 금산면 석정리,
일정항,,,,,전라남도 고흥군 금산면 석정리,
성치항,,,,,전라남도 고흥군 금산면 석정리,
운두도항,,,,,전라남도 여수시 화양면 이천리,
마족항,,,,,전라남도 여수시 남면 화태리,
신평항,,,,,전라남도 고흥군 금산면 신평리,
월포항,,,,,전라남도 고흥군 금산면 신평리,
홍연항,,,,,전라남도 고흥군 금산면 신평리,
청석항,,,,,전라남도 고흥군 금산면 오천리,
서촌항,,,,,전라남도 고흥군 금산면 오천리,
지죽항,127.3,34.44,127.3051,34.4423,전라남도 고흥군 도화면 지죽리,
지죽1항,,,,,전라남도 고흥군 도화면 지죽리,
신금항,,,,,전라남도 고흥군 봉래면 신금리,
진기항,,,,,전라남도 고흥군 봉래면 신금리,
엄남항,,,,,전라남도 고흥군 봉래면 신금리,
동광항,,,,,전라남도 고흥군 봉래면 신금리,
비치항,,,,,전라남도 고흥군 봉래면 신금리,
교동항,,,,,전라남도 고흥군 봉래면 예내리,
창포항,,,,,전라남도 고흥군 봉래면 예내리,
예내항,,,,,전라남도 고흥군 봉래면 예내리,
예당항,,,,,전라남도 고흥군 봉래면 예내리,
외초항,,,,,전라남도 고흥군 봉래면 외초리,
상초항,,,,,전라남도 고흥군 봉래면 외초리,
사양항,,,,,전라남도 고흥군 봉래면 사양리,
선창항,,,,,전라남도 고흥군 봉래면 사양리,
애도항,,,,,전라남도 고흥군 봉래면 사양리,
수락항,,,,,전라남도 고흥군 봉래면 사양리,
소영항,,,,,전라남도 고흥군 동일면 봉영리,
와교항,,,,,전라남도 고흥군 동일면 봉영리,
동포항,,,,,전라남도 고흥군 동일면 백양리,
장골항,,,,,전라남도 고흥군 동일면 백양리,
양화항,,,,,전라남도 고흥군 동일면 백양리,
신초항,,,,,전라남도 고흥군 동일면 백양리,
성머리항,,,,,전라남도 고흥군 동일면 덕흥리,
성천항,,,,,전라남도 고흥군 동일면 덕흥리,
구룡항,,,,,전라남도 고흥군 동일면 덕흥리,
위미세천항,,,,,제주특별자치도 서귀포시 남원읍 위미2리,
위미종정항,,,,,제주특별자치도 서귀포시 남원읍 위미3리,
아지랑항,,,,,경상남도 거제시 거제면 법동리,
홍포항,,,,,경상남도 거제시 남부면 다포리,
태흥1리항,,,,,제주특별자치도 서귀포시 남원읍 태흥1리,
신풍항,,,,,제주특별자치도 서귀포시 성산읍 신풍리,
삼달항,,,,,제주특별자치도 서귀포시 성산읍 삼달2리,
온평중동항,,,,,제주특별자치도 서귀포시 성산읍 온평리,
신양동항,,,,,제주특별자치도 서귀포시 성산읍 신양리,
오조항,,,,,제주특별자치도 서귀포시 성산읍 오조리,
시흥항,,,,,제주특별자치도 서귀포시 성산읍 시흥리,
연도항,,,,,경상남도 통영시 도산면 도선리 연도마을,
저도항,,,,,경상남도 통영시 광도면 안정리 저도마을,
서천진동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
하우목동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
하고수동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
주흥동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
전흘동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
영일동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
비양동항,,,,,제주특별자치도 제주시 우도면 우도해안길,
가거도항,125.13,34.05,125.126617,34.049943,전라남도 신안군 흑산면 가거도길 1,도서
감포항,129.51,35.81,129.506214,35.806192,경상북도 경주시 감포읍 감포항구길 34-19,육지
강릉항,128.95,37.77,128.95405,37.771482,강원도 강릉시 창해로 14번길 51-26,육지
거진항,128.46,38.45,128.458461,38.445112,강원도 고성군 거진읍 거진항1길 62-3,육지
격포항,126.47,35.62,126.466515,35.620362,전라북도 부안군 변산면 격포항길 64-7,육지
계마항,126.41,35.39,126.405339,35.390057,전라남도 영광군 홍농읍 계마길 29,육지
공현진항,128.51,38.35,128.513734,38.353598,강원도 고성군 죽왕면 공현진해변길 78-1,육지
광암항,128.5,35.1,128.496717,35.102538,경상남도 창원시 마산합포구 진동면 요장리 233-40,육지
구계항,129.38,36.32,129.380131,36.318698,경상북도 영덕군 남정면 구계1길 6-7,육지
구산항,129.47,36.76,129.471029,36.757834,경상북도 울진군 기성면 구산봉산로 126-4,육지
구시포항,126.43,35.45,126.427799,35.449514,전라북도 고창군 상하면 구시포해변길 84,육지
구조라항,128.7,34.8,128.698534,34.805471,경상남도 거제시 일운면 구조라로 49,육지
국동항,127.72,34.73,127.722714,34.72431,전라남도 여수시 어항단지로 24,육지
궁촌항,129.27,37.33,129.270453,37.326515,강원도 삼척시 근덕면 궁촌해변길 140-27,육지
궁평항,126.68,37.12,126.678265,37.116716,경기도 화성시 서신면 궁평항로 1049-24,육지
금진항,129.05,37.65,129.050543,37.650407,강원도 강릉시 옥계면 헌화로 460,육지
김녕항,126.74,33.56,126.739103,33.559125,제주특별자치도 제주시 구좌읍 구좌해안로 229-16,육지
남당항,126.47,36.54,126.470769,36.535882,충청남도 홍성군 서부면 남당항로213번길 1,육지
남애항,128.79,37.94,128.787341,37.943304,강원도 양양군 현남면 매바위길 115,육지
남양항,130.83,37.47,130.833764,37.46651,경상북도 울릉군 서면 울릉순환로 1310,도서
남포항,128.32,34.96,128.319759,34.958271,경상남도 고성군 고성읍 공룡로 3070,육지
낭도항,127.54,34.6,127.536914,34.60116,전라남도 여수시 화정면 여산길 150,도서
노량항,127.86,34.95,127.860996,34.946893,경상남도 하동군 금남면 노량해안길 24,육지
녹동항,127.14,34.52,127.133304,34.52372,전라남도 고흥군 도양읍 목넘가는길 19,육지
능양항,128.25,34.81,128.243435,34.810088,경상남도 통영시 사량면 능양길 45,도서
능포항,128.74,34.89,128.738315,34.886586,경상남도 거제시 능포로16길 21 ,육지
다대다포항,128.63,34.73,128.62709,34.730624,경상남도 거제시 남부면 다대5길 46-1,육지
다대포항,128.9725,35.0542,128.978163,35.054572,부산광역시 사하구 다대동로8번길 12,육지
대변항,129.23,35.13,129.231153,35.219349,부산광역시 기장군 기장읍 기장해안로 606,육지
대진항(강원),128.42,38.5,128.427285,38.500651,강원도 고성군 현내면 대진항길 100,육지
대진항(경북),129.43,36.56,129.433633,36.558403,경상북도 영덕군 영해면 영덕대게로 2740,육지
대포근포항,128.59,34.72,128.586159,34.717888,경상남도 거제시 남부면 대포길 77,육지
대포항,128.61,38.17,128.609627,38.172161,강원도 속초시 대포동 대포항희망길 69,육지
덕산항,129.25,37.38,129.254096,37.377013,강원도 삼척시 근덕면 덕산해안로 200-23,육지
덕적도항,126.12,37.25,126.120429,37.250065,인천광역시 옹진군 덕적면 덕적북로 509,도서
도두항,126.47,33.51,126.465186,33.507527,제주특별자치도 제주시 도두일동 2605-5,육지
도장항,127.01,34.37,127.013564,34.368925,전라남도 완도군 금일읍 장정리 821,도서
돌산항,127.72,34.61,127.722363,34.614032,전라남도 여수시 돌산읍 망월대길 14,육지
득암항,126.89,34.36,126.894209,34.358869,전라남도 완도군 약산면 득암4번길 48-7,"육지, 국가어항 지정해제(2021)"
마량항,126.82,34.45,126.819276,34.447918,전라남도 강진군 마량면 미항로 150,육지
말도항,126.32,35.86,126.316911,35.855723,전라북도 군산시 옥도면 말도길 70,도서
매물도항,128.57,34.65,128.574223,34.648063,경상남도 통영시 한산면 당금길 33 ,도서
맥전포항,128.17,34.9,128.167079,34.899923,경상남도 고성군 하일면 춘암리 780-4,육지
모슬포항,126.25,33.22,126.252714,33.211247,제주특별자치도 서귀포시 대정읍 하모항구로 30,육지
모항항,126.13,36.78,126.132512,36.778031,충청남도 태안군 소원면 모항항길 122-27,육지
무창포항,126.54,36.25,126.537896,36.24974,충청남도 보령시 웅천읍 열린바다2길 46,육지
물건항,128.05,34.79,128.055843,34.797418,경상남도 남해군 삼동면 동부대로1030번길 42-26,육지
미조항,128.05,34.71,128.047199,34.712057,경상남도 남해군 미조면 미조로 235,육지
발포항,127.34,34.48,127.344464,34.482145,전라남도 고흥군 도화면 충무사길 109,육지
방어진항,129.43,35.48,129.429496,35.481735,울산광역시 동구 성끝4길 1,육지
보옥항,126.51,34.13,126.512024,34.128884,전라남도 완도군 보길면 보길로 1172-43,도서
가파상동항,,,,,제주특별자치도 서귀포시 대정읍 가파리,
마라살레덕항,,,,,제주특별자치도 서귀포시 대정읍 마라리,
묵리항,,,,,제주특별자치도 제주시 추자면 묵리1길,
신양3구항,,,,,제주특별자치도 제주시 추자면 신양2길,
고산항,,,,,전라남도 신안군 팔금면 고산리,
남강항,,,,,전라남도 신안군 암태면 신기리,
목도항,,,,,전라남도 신안군 암태면 오상리,
오상항,,,,,전라남도 신안군 암태면 오상2리,
송곡항,,,,,전라남도 신안군 암태면 송곡리,
익금항,,,,,전라남도 신안군 암태면 익금리,
오도항,,,,,전라남도 신안군 암태면 신석리,
진작항,,,,,전라남도 신안군 암태면 신석리,
당사항,,,,,전라남도 신안군 암태면 당사리,
초란항,,,,,전라남도 신안군 암태면 당사리,
중흥항,,,,,전라남도 신안군 암태면 와촌리,
세구미항,,,,,전라남도 신안군 암태면 수곡리,
소시리항,,,,,전라남도 신안군 암태면 오도리,
벗섬항,,,,,전라남도 신안군 암태면 송곡리,
북강항,,,,,전라남도 신안군 암태면 오상리,
생낌항,,,,,전라남도 신안군 암태면 익금리,
복룡항,,,,,전라남도 신안군 압해면 복룡리,
우간항,,,,,전라남도 신안군 압해면 복룡리,
가룡항,,,,,전라남도 신안군 압해면 가룡리,
조천항,,,,,전라남도 신안군 압해면 대천리,
광립항,,,,,전라남도 신안군 압해면 대천리,
반월항,,,,,전라남도 신안군 압해면 대천리,
수락1항,,,,,전라남도 신안군 압해면 대천리,
수락2항,,,,,전라남도 신안군 압해면 대천리,
수락3항,,,,,전라남도 신안군 압해면 대천리,
송공1항,,,,,전라남도 신안군 압해면 송공리,
송공2항,,,,,전라남도 신안군 압해면 송공리,
숭의항,,,,,전라남도 신안군 압해면 숭의리,
신장항,,,,,전라남도 신안군 압해면 신장리,
연막항,,,,,전라남도 신안군 압해면 장감리,
텃골항,,,,,전라남도 신안군 압해면 장감리,
가란항,,,,,전라남도 신안군 압해면 가란리,
진번항,,,,,전라남도 신안군 압해면 고이리,
기섬항,,,,,전라남도 신안군 압해면 매화리,
청석항,,,,,전라남도 신안군 압해면 매화리,
칠동항,,,,,전라남도 신안군 압해면 고이리,
마산항,,,,,전라남도 신안군 압해면 매화리,
도선장항,,,,,전라남도 신안군 압해면 신장리,
학교항,,,,,전라남도 신안군 압해면 학교리,
고이1항,,,,,전라남도 신안군 압해면 고이리,
화진2리항,,,,,경상북도 포항시 북구 송라면 화진2리,
화진1리항,,,,,경상북도 포항시 북구 송라면 화진1리,
조사리항,,,,,경상북도 포항시 북구 송라면 조사리,
방어리항,,,,,경상북도 포항시 북구 청하면 방어리,
월포리항,,,,,경상북도 포항시 북구 청하면 월포리,
청진1리항,,,,,경상북도 포항시 북구 청하면 청진1리,
청진2리항,,,,,경상북도 포항시 북구 청하면 청진2리,
청진3리항,,,,,경상북도 포항시 북구 청하면 청진3리,
오도2리항,,,,,경상북도 포항시 북구 흥해읍 오도2리,
오도1리항,,,,,경상북도 포항시 북구 흥해읍 오도1리,
칠포1리항,,,,,경상북도 포항시 북구 흥해읍 칠포1리,
여남항,,,,,경상북도 포항시 북구 환여동(여남),
환호항,,,,,경상북도 포항시 북구 환여동(환호),
두호항,,,,,경상북도 포항시 북구 두호동,
임곡리항,,,,,경상북도 포항시 남구 동해면 임곡리,
입암1리항,,,,,경상북도 포항시 남구 동해면 입암1리,
입암2리항,,,,,경상북도 포항시 남구 동해면 입암2리,
마산리항,,,,,경상북도 포항시 남구 동해면 마산리,
흥환리항,,,,,경상북도 포항시 남구 동해면 흥환리,
발산2리항,,,,,경상북도 포항시 남구 동해면 발산2리,
대동배1리항,,,,,경상북도 포항시 남구 대보면 대동배1리,
대동배2리항,,,,,경상북도 포항시 남구 대보면 대동배2리,
구만2리항,,,,,경상북도 포항시 남구 대보면 구만2리,
토산항,,,,,제주특별자치도 서귀포시 표선면 토산2리,
비양항,,,,,제주특별자치도 제주시 한림읍 비양길,
강사2리항,,,,,경상북도 포항시 남구 대보면 강사2리,
석병1리항,,,,,경상북도 포항시 남구 구룡포읍 석병1리,
삼정3리항,,,,,경상북도 포항시 남구 구룡포읍 삼정3리,
구룡포7리항,,,,,경상북도 포항시 남구 구룡포읍 구룡포7리,
구룡포6리항,,,,,경상북도 포항시 남구 구룡포읍 구룡포6리,
병포리항,,,,,경상북도 포항시 남구 구룡포읍 병포리,
하정3리항,,,,,경상북도 포항시 남구 구룡포읍 하정3리,
"하정1,2리항",,,,,"경상북도 포항시 남구 구룡포읍 하정1,2리",
장길리항,,,,,경상북도 포항시 남구 구룡포읍 장길리,
구평리항,,,,,"경상북도 포항시 남구 구룡포읍 구평1,2리",
대진리항,,,,,경상북도 포항시 남구 장기면 대진리,
영암3리항,,,,,경상북도 포항시 남구 장기면 영암3리,
영암2리항,,,,,경상북도 포항시 남구 장기면 영암2리,
영암1리항,,,,,경상북도 포항시 남구 장기면 영암1리,
신창1리항,,,,,경상북도 포항시 남구 장기면 신창1리,
신창2리항,,,,,경상북도 포항시 남구 장기면 신창2리,
계원1리항,,,,,경상북도 포항시 남구 장기면 계원1리,
계원2리항,,,,,경상북도 포항시 남구 장기면 계원2리,
두원리항,,,,,경상북도 포항시 남구 장기면 두원리,
대본항,,,,,경상북도 경주시 감포읍 대본3리,
수렴항,,,,,경상북도 경주시 양남면 수렴1리,
연동항,,,,,경상북도 경주시 감포읍 오류4리,
지경항,,,,,경상북도 경주시 양남면 수렴2리,
척사항,,,,,경상북도 경주시 감포읍 오류2리,
하서항,,,,,경상북도 경주시 양남면 하서4리,
석리항,,,,,경상북도 영덕군 영덕읍 석리,
